name,url,standard
"Orchard Surgery, St Ives",http://www.orchardsurgery-stives.nhs.uk/,WCAG2AAA
Neath Hill Health Centre,http://www.neathhillhealthcentre.co.uk,WCAG2AAA
Swavesey Surgery,"http://www.swaveseysurgery.nhs.uk/welcome,47288.htm",WCAG2AAA
Maple Surgery,http://www.mhmaple.co.uk,WCAG2AAA
The Health Centre Practice,http://www.roystonhealthcentre.co.uk,WCAG2AAA
"Granta Medical Practices, Market Hill Surgery",http://www.grantamedicalpractices.co.uk,WCAG2AAA
Oakridge Park Medical Centre,http://www.oakridgeparkmedical.nhs.uk,WCAG2AAA
Fishermead Medical Centre,https://www.fishermeadmedicalcentre.co.uk,WCAG2AAA
Barton Hills Medical Group,http://www.bhmg.gpsurgery.net,WCAG2AAA
Purbeck Health Centre,http://www.purbeckhealthcentre.co.uk,WCAG2AAA
The Grove Surgery,http://www.thegrovesurgery-netherfield.co.uk/,WCAG2AAA
Bramingham Park Medical Centre ,http://www.braminghamparkmedicalcentre.com,WCAG2AAA
Gardenia & Marsh Farm Practice,http://www.gardeniasurgery.nhs.uk,WCAG2AAA
Dr Cassidy And Partners,http://www.ashfieldmc.co.uk,WCAG2AAA
Dr SP Hughes and Partners,http://www.bartongroupsurgeries.co.uk/,WCAG2AAA
Orchard Surgery,http://www.orchardsurgery.co.uk,WCAG2AAA
Sundon Medical Centre,http://www.sundonmedicalcentre.nhs.uk/,WCAG2AAA
Central Milton Keynes Medical Centre,http://www.cmkmc.co.uk/,WCAG2AAA
Over Surgery,http://www.oversurgery.nhs.uk,WCAG2AAA
Dr Sajid Mehmood,http://www.nevilleroadsurgery.co.uk,WCAG2AAA
Hanslope Surgery,http://www.theparksmedicalpractice.co.uk,WCAG2AAA
Bedford Street Surgery,http://www.bedfordstreetsurgery.co.uk,WCAG2AAA
Dr Robinson And Partner,http://www.westfieldroadsurgery.co.uk/,WCAG2AAA
Stopsley Village Practice,http://www.stopsleyvillagepractice.co.uk/,WCAG2AAA
Ise Village Medical Centre,http://www.lindenmedical.co.uk/,WCAG2AAA
Mayfield Surgery,http://www.mayfieldsurgery.nhs.uk,WCAG2AAA
Favell Plus Surgery,http://www.westonfavellsurgery.nhs.uk,WCAG2AAA
Weston Favell Health Ctr,http://mollakesani.co.uk,WCAG2AAA
Leagrave Surgery ,http://www.leagravesurgery.co.uk,WCAG2AAA
Moat House Surgery,http://www.themoathousesurgery.co.uk,WCAG2AAA
Longstanton Branch Surgery,http://www.willinghammedicalpractice.nhs.uk,WCAG2AAA
Wheatfield Surgery,http://www.wheatfieldsurgery.co.uk,WCAG2AAA
Parkside Medical Centre,http://www.parksidemedical.org.uk/,WCAG2AAA
Canterbury Way Surgery,http://www.canterburywaysurgery.co.uk/,WCAG2AAA
Dr Jk Marsden's Practice,https://www.woodlandavenuepractice.nhs.uk/,WCAG2AAA
Woodview Medical Centre,http://www.woodviewmedicalcentre.co.uk,WCAG2AAA
Water Eaton Health Centre,http://www.watereatonhealthcentre.nhs.uk,WCAG2AAA
Larkside Practice,https://larksidepractice.co.uk/,WCAG2AAA
Linden Avenue Medical Centre,http://www.lindenmedical.co.uk/,WCAG2AAA
Britannia House Surgery,http://www.drmirzaandpartners.co.uk,WCAG2AAA
Furzton Medical Centre,http://www.bedfordstreetsurgery.co.uk,WCAG2AAA
Lister House Surgery,http://www.listerhouse.nhs.uk/,WCAG2AAA
Girton Branch Surgery,http://www.huntingdonroadsurgery.co.uk/,WCAG2AAA
Headlands Surgery,https://headlandssurgery.co.uk/,WCAG2AAA
Kingsway Health Centre,http://www.kingswayhealthcentre.nhs.uk,WCAG2AAA
Whaddon House Surgery,http://www.whaddonmedicalcentre.co.uk,WCAG2AAA
Dr K Prasad's Practice,http://www.conwaymedicalcentre.nhs.uk,WCAG2AAA
King George Surgery,http://www.kinggeorgesurgery.co.uk,WCAG2AAA
King Edward Road Surgery,http://www.kers.org.uk/index.aspx,WCAG2AAA
Wenlock Surgery,https://www.wenlocksurgery.co.uk,WCAG2AAA
Bluntisham Branch Surgery,http://www.chirchstreethealthcentre-somersham.nhs.uk,WCAG2AAA
Abington Park Surgery,http://www.abingtonparksurgery.com,WCAG2AAA
Bell House Medical Centre,http://www.bellhousedoctor.co.uk,WCAG2AAA
Chells Surgery,http://www.chellssurgery.co.uk/,WCAG2AAA
Dryland Surgery,https://drylandsurgery.co.uk/,WCAG2AAA
Moulton Surgery,http://www.moultonsurgery.co.uk,WCAG2AAA
Manor House Surgery,http://www.manorhouse-surgery.org.uk,WCAG2AAA
Eskdaill Medical Centre,http://www.eskdaillmedical.co.uk,WCAG2AAA
Weavers Medical,http://www.weaversmedical.co.uk,WCAG2AAA
Bute House Medical Centre,http://www.butehousemedicalcentre.co.uk,WCAG2AAA
Willingham Medical Practice,http://www.willinghammedicalpractice.nhs.uk,WCAG2AAA
Park Avenue Medical Centre,http://www.parkavenuemedicalcentre.co.uk/,WCAG2AAA
"Granta Medical Practices, Barley Surgery",http://www.grantamedicalpractices.co.uk,WCAG2AAA
Lakeside Healthcare,http://www.thelakesidesurgery.co.uk,WCAG2AAA
Grange Park Surgery,http://www.theparksmedicalpractice.co.uk,WCAG2AAA
Dr Moore & Partners,http://www.woottonmedicalcentre.co.uk,WCAG2AAA
Lakeside Surgery,http://www.larwoodhealthpartnership.co.uk/,WCAG2AAA
The Crescent Medical Centre,http://www.thecrescentmedicalcentre.nhs.uk,WCAG2AAA
Town Centre GP Surgery,https://www.towncentresurgeryluton.nhs.uk/index.aspx,WCAG2AAA
Westcroft Health Centre,http://www.westcrofthealthcentre.com,WCAG2AAA
Bedwell Medical Centre,http://www.bedwellandroebucksurgery.com/,WCAG2AAA
Newnham Walk Surgery,http://www.newnhamwalksurgery.nhs.uk/,WCAG2AAA
Kingsbury Court Surgery,http://www.kingsburycourtsurgery.nhs.uk,WCAG2AAA
Huntingdon Road Surgery,http://www.huntingdonroadsurgery.co.uk/,WCAG2AAA
Church Street Health Centre,http://www.churchstreethealthcentre-somersham.nhs.uk,WCAG2AAA
Castle Street Surgery,http://www.castlestreetsurgeryluton.co.uk/,WCAG2AAA
Walkern Branch Surgery,http://www.kinggeorgesurgery.co.uk,WCAG2AAA
Priory Gardens Surgery,https://www.priorygardenssurgery.co.uk,WCAG2AAA
The Medici Medical Practice,http://www.medicipractice.co.uk,WCAG2AAA
Earith Branch (Somersham),http://www.churchstreethealthcentre-somersham.nhs.uk,WCAG2AAA
West Street Surgery,http://www.weststreetsurgery.org.uk/,WCAG2AAA
Dr T Crawford & Partners,http://www.greenviewsurgery.co.uk,WCAG2AAA
Trumpington Street Medical Practice,http://www.trumpingtonstreetmedicalpractice.co.uk/,WCAG2AAA
"Firs House Surgery, Firs House Partnership",http://www.firshouse.com,WCAG2AAA
Maple Access Partnership,http://www.mapleaccess.org.uk,WCAG2AAA
Stony Medical Centre,http://www.stonymedicalcentre.co.uk,WCAG2AAA
Bridge Street Medical Centre,http://www.bridgestreetmedicalcentre.com,WCAG2AAA
Roade Surgery,http://www.theparksmedicalpractice.co.uk,WCAG2AAA
Newnham Walk Surgery At Boots Cambridge,http://www.newnhamwalksurgery.nhs.uk/,WCAG2AAA
Dr Jl Henderson & Partners,https://www.bassettroadsurgery.co.uk,WCAG2AAA
Salisbury House Surgery,http://www.salisburyhousesurgery.co.uk,WCAG2AAA
Ramsey Health Centre,http://www.ramseyhealthcentre.co.uk,WCAG2AAA
Woodlands Surgery At Eden House,http://www.woodlandssurgery.co.uk,WCAG2AAA
The Mounts Medical Centre,http://www.themountsmedicalcentre.nhs.uk/,WCAG2AAA
Eleanor Cross Healthcare,https://www.eleanorcrosshealthcare.co.uk,WCAG2AAA
Kingsthorpe Medical Centre,http://kingsthorpemedicalcentre.com/,WCAG2AAA
Leighton Road Surgery,http://www.leightonroadsurgery.co.uk,WCAG2AAA
Langham Place Surgery,http://www.langhamplacesurgery.co.uk,WCAG2AAA
Leicester Terrace Health Care Centre,http://www.leicesterterrace.co.uk,WCAG2AAA
Rainbow Surgery,http://www.rainbowsurgery.co.uk,WCAG2AAA
Red House Surgery,http://www.redhousesurgery.nhs.uk/,WCAG2AAA
Arbury Road Surgery,http://www.arburyroadsurgery.nhs.uk,WCAG2AAA
The Petersfield Medical Practice,http://www.petersfieldmedicalpractice.co.uk,WCAG2AAA
Queensview Medical Centre,http://https://www..queensviewmedicalcentre.co.uk,WCAG2AAA
Shephall Health Centre,http://www.shephallwaysurgery.co.uk,WCAG2AAA
Shelford Medical Practice,http://grantamedicalpractices.co.uk,WCAG2AAA
Cambridge Access Surgery,http://www.mhcambridgeaccess.co.uk/,WCAG2AAA
The Medical Centre Buntingford,http://www.mysurgerywebsite.co.uk/index.aspx?p=e82130,WCAG2AAA
The Pines Surgery,http://www.pinessurgery.co.uk,WCAG2AAA
Mill Road Surgery,http://www.millroadgpsurgery.co.uk,WCAG2AAA
Whitefields Surgery,http://www.eleanorcrosshealthcare.co.uk,WCAG2AAA
Cottenham Surgery,http://www.cottenhamsurgery.nhs.uk,WCAG2AAA
"Firs House Partnership, 42 Telegraph Street",http://www.firshouse.com,WCAG2AAA
Brookfields Health Centre,http://www.cherryhintonmedical.co.uk,WCAG2AAA
Cornford House Surgery,http://www.cornfordhouse.org,WCAG2AAA
Kings Health & Lings Brook Practice,http://www.kingsheathpractice.nhs.uk/,WCAG2AAA
Blisworth Surgery,http://www.theparksmedicalpractice.co.uk,WCAG2AAA
Edlesborough Surgery,http://www.edlesboroughsurgery.co.uk/,WCAG2AAA
Pytchley Court Health Centre,https://www.saxonspires.co.uk/,WCAG2AAA
East Barnwell Health Centre,http://www.eastbarnwellhealthcentre.co.uk,WCAG2AAA
St Luke's Primary Care Centre,http://www.stlukesprimarycarecentre.co.uk,WCAG2AAA
Lakeside Healthcare at Yaxley,http://www.yaxleygp.nhs.uk/home,WCAG2AAA
Cherry Hinton Surgery,http://www.millroadsurgery.co.uk,WCAG2AAA
Cherry Hinton & Brookfields Medical Practice,http://www.cherryhintonmedical.co.uk,WCAG2AAA
Ashcroft Surgery,http://www.theashcroftsurgery.co.uk/,WCAG2AAA
"Granta Medical Practices, Sawston Medical Centre",http://www.grantamedicalpractices.co.uk/index.php,WCAG2AAA
"Markyate Surgery, part of Rothschild House Group",http://www.markyatesurgery99.co.uk/,WCAG2AAA
Great Oakley Medical Centre,https://www.greatoakleymedicalcentre.co.uk,WCAG2AAA
Rothwell Medical Centre,http://www.rdhg.co.uk,WCAG2AAA
Paulerspury Branch Surgery,http://www.towcestermedicalcentre.co.uk,WCAG2AAA
Woodsend Medical Centre,http://www.woodsendmc.com,WCAG2AAA
Forest Gate Medical Centre,http://www.thelakesidesurgery.co.uk/,WCAG2AAA
Hampton Health,http://www.hamptonhealth.uk,WCAG2AAA
Orton Bushfield Medical Centre,http://www.ortonbushfield.gpsurgery.net,WCAG2AAA
The Studfall Partnership,http://www.thestudfallpartnership.co.uk,WCAG2AAA
Dr Sumira,http://www.drsumiraspractice-studfall.nhs.uk,WCAG2AAA
Waterbeach Surgery,http://www.waterbeachsurgery.co.uk/,WCAG2AAA
Desborough Health Centre,http://www.rdhg.co.uk,WCAG2AAA
BRIDGE COTTAGE SURGERY,http://www.bridgecottagesurgery.nhs.uk,WCAG2AAA
The Surgery Haddenham,"http://www.haddenhamsurgery.nhs.uk/welcome,46452.htm",WCAG2AAA
Priors Field Surgery,http://www.priorsfieldsurgery.nhs.uk,WCAG2AAA
School Street Surgery,http://www.thegoldstreetsurgery.co.uk/,WCAG2AAA
Pitstone Surgery,http://www.edlesboroughsurgery.co.uk/,WCAG2AAA
Little Rothschild Surgery,http://www.rothschildhousesurgery.co.uk,WCAG2AAA
George Clare Surgery,http://www.georgeclaresurgery.nhs.uk,WCAG2AAA
Dr Dickson And Partners,http://www.nordenhousesurgery.co.uk,WCAG2AAA
Gretton Surgery,http://www.uppinghamsurgery.nhs.uk,WCAG2AAA
Much Hadham Health Centre,http://www.muchhadhamhealthcentre.co.uk,WCAG2AAA
Market Harborough Medical Centre,http://www.marketharboroughmedicalcentre.co.uk,WCAG2AAA
Bishop's Park Health Centre,http://www.southstreetsurgery.co.uk,WCAG2AAA
Meadowcroft Surgery,http://www.meadowcroftsurgery.co.uk/,WCAG2AAA
The Stansted Surgery,http://www.thestanstedsurgery.nhs.uk,WCAG2AAA
Church Street Partnership,http://www.churchstsurgery.co.uk/,WCAG2AAA
Thorley Health Centre,http://www.churchstsurgery.co.uk,WCAG2AAA
South Street Surgery,http://www.southstreetsurgery.co.uk,WCAG2AAA
PARSONAGE SURGERY,http://www.parsonagesurgery.co.uk/,WCAG2AAA
"Haymeads Lane Medical Centre, Bishops Stortford",http://www.churchstsurgery.co.uk/,WCAG2AAA
Mann Cottage Surgery,http://www.moretondoctors.nhs.uk,WCAG2AAA
Shipston Medical Centre,http://shipstonmc.warwickshire.nhs.uk/,WCAG2AAA
Chipping Norton Health Centre,http://www.chippingnortonhealthcentre.nhs.uk/,WCAG2AAA
Stow Surgery,http://www.stowsurgery.co.uk/,WCAG2AAA
White House Surgery Blockley Branch,http://www.whitehousesurgery.co.uk,WCAG2AAA
Hook Norton Surgery,http://www.bloxhamsurgery.co.uk,WCAG2AAA
Chipping Campden Surgery,http://www.chippingcampdensurgery.co.uk,WCAG2AAA
Wychwood Surgery,http://www.wychwoodsurgery.co.uk,WCAG2AAA
Cotswold Medical Practice,http://www.bourtonandnorthleachsurgeries.nhs.uk,WCAG2AAA
Shenington Surgery,http://www.fennycomptonandsheningtonsurgery.nhs.uk/,WCAG2AAA
Meon Medical Centre,http://www.meonmedicalcentre.nhs.uk,WCAG2AAA
The Charlbury Medical Centre,http://www.thecharlburymedicalcentre.nhs.uk,WCAG2AAA
Bloxham Surgery,http://www.bloxhamsurgery.co.uk,WCAG2AAA
Little Thatch,http://www.hastingshouse.org.uk,WCAG2AAA
Kineton Surgery,http://www.kinetonsurgery.org.uk,WCAG2AAA
Burford Surgery,http://www.burfordsurgery.co.uk,WCAG2AAA
Hardwick And Arden Surgery,http://www.westbarsurgery.co.uk,WCAG2AAA
West Bar Surgery,http://www.westbarsurgery.co.uk/,WCAG2AAA
Hightown Surgery,http://www.hightownsurgery.co.uk/,WCAG2AAA
Deddington Health Centre,http://www.deddingtonsurgery.co.uk,WCAG2AAA
Banbury Health Centre,http://www.banburyhealthcentre.co.uk,WCAG2AAA
Hastings House Surgery,http://www.hastingshouse.org.uk/,WCAG2AAA
Bridge House Medical Centre,http://www.bhmc.co.uk,WCAG2AAA
Woodlands Surgery,http://www.middlecharemedicalgroup.co.uk/,WCAG2AAA
Arden Medical Centre,http://www.ardenmedicalcentre.co.uk,WCAG2AAA
Westwoods Surgery,http://www.bourtonandnorthleachsurgeries.nhs.uk,WCAG2AAA
Rother House Medical Centre,http://www.rotherhouse.org.uk,WCAG2AAA
Trinity Court Surgery,http://www.trinitycourt.org.uk,WCAG2AAA
Winchcombe Medical Centre,http://www.winchcombemedical.nhs.uk,WCAG2AAA
Dr Swindlehurst And Partners,http://www.riversidesurgery.co.uk,WCAG2AAA
Bidford Health Centre,http://bidfordhc.nhs.uk/,WCAG2AAA
Merstow Green Medical Practice,http://www.merstowgreenmedicalpractice.co.uk/,WCAG2AAA
Long Hanborough Surgery,https://www.eynshammedicalgroup.org.uk,WCAG2AAA
Windrush Medical Practice,http://www.windrushmedicalpractice.co.uk,WCAG2AAA
Dr Turner And Partners,https://www.woodstocksurgery.co.uk,WCAG2AAA
The Nuffield Practice,http://thenuffieldpractice.co.uk,WCAG2AAA
Cropredy Surgery,http://www.cropredy-surgery.co.uk,WCAG2AAA
Fenny Compton Surgery,http://www.fennycomptonandsheningtonsurgery.nhs.uk/,WCAG2AAA
Broadshires Health Centre,http://www.broadshireshealthcentre.com,WCAG2AAA
Cogges Surgery,http://www.coggesgpsurgery.org.uk,WCAG2AAA
Dr Sharpley,http://www.burfordsurgery.co.uk,WCAG2AAA
"Dr J Uden & Partners, Carterton",http://www.bamptonmedicalpractice.co.uk,WCAG2AAA
Harbury Surgery Dr Snowdon & Partner,http://www.harburysurgery.org.uk,WCAG2AAA
The Croft Medical Centre (Bishops Tachbrook Branch),http://www.croftmedical.co.uk/,WCAG2AAA
Eynsham Medical Group,https://www.eynshammedicalgroup.org.uk,WCAG2AAA
The Arrow Surgery,http://www.thearrowsurgery.nhs.uk,WCAG2AAA
Alcester Health Centre,http://www.alcesterhealthcentre.co.uk,WCAG2AAA
Yarnton Medical Practice,http://www.kidlingtonandyarntonsurgery.co.uk,WCAG2AAA
"Dr J Uden & Partners, Bampton",http://www.bamptonmedicalpractice.co.uk,WCAG2AAA
The Key Medical Practice,http://www.kidlingtonandyarntonsurgery.co.uk,WCAG2AAA
Harbury Surgery,http://www.harburysurgery.org.uk,WCAG2AAA
Drs Holtby & Martin,http://www.whitnashmc.co.uk/,WCAG2AAA
Cleevelands Medical Centre ,https://www.sevenposts-greyholme.nhs.uk/index.aspx,WCAG2AAA
Warwick Gates Family Health Centre,http://www.warwickgatesfhc.co.uk/,WCAG2AAA
Sixways Clinic,http://www.sixwaysclinic.co.uk/,WCAG2AAA
Berkeley Place Surgery,http://www.berkeleyplacesurgery.nhs.uk,WCAG2AAA
Budbrooke Medical Centre,http://budbrookemedicalcentre.co.uk,WCAG2AAA
St Wulfstan Surgery,http://stwulfstan.warwickshire.nhs.uk/,WCAG2AAA
The Portland Practice,http://portlandpractice.co.uk,WCAG2AAA
St George's Surgery,http://www.st-georgessurgery.co.uk/,WCAG2AAA
Cape Road Surgery,http://www.priorymed.nhs.uk,WCAG2AAA
The Royal Crescent Surgery ,http://www.royalcrescentsurgery.nhs.uk,WCAG2AAA
Crescent Bakery,http://www.crescentbakerysurgery.nhs.uk/,WCAG2AAA
Lisle Court Medical Centre,http://www.lislecourt.co.uk,WCAG2AAA
Islip Surgery,https://www.islipsurgery.org.uk/,WCAG2AAA
Croft Medical Centre,http://www.craigcroftmedicalcentre.co.uk/,WCAG2AAA
Bredon Hill Surgery,http://www.bredonsurgery.nhs.uk,WCAG2AAA
Springfield Surgery,http://www.springfieldelstead.co.uk/,WCAG2AAA
Yorkleigh Surgery - Ct,http://www.yorkleighsurgery.co.uk,WCAG2AAA
Wolvercote Surgery,http://www.summertownhealthcentre.co.uk,WCAG2AAA
Dr S Nelson & Partners,http://www.overtonparksurgery.com,WCAG2AAA
The Park Medical Centre,http://www.parkmedicalcentrewythenshawe.nhs.uk,WCAG2AAA
"Drs Wunsch, Atkinson, Thomas, Evans, Embley And Baxter",http://www.abbottswoodmedicalcentre.co.uk,WCAG2AAA
Southam Surgery,http://www.thesouthamsurgery.co.uk,WCAG2AAA
Underwood Surgery,http://www.underwoodsurgery.co.uk,WCAG2AAA
Spa Medical Centre,http://spamedical.warwickshire.nhs.uk,WCAG2AAA
Avonside Health Centre,http://www.avonsidehealthcentre.nhs.uk,WCAG2AAA
Hilary Cottage Surgery,http://www.fairfordsurgery.co.uk,WCAG2AAA
Byfield Medical Centre,http://www.byfieldmedicalcentre.co.uk,WCAG2AAA
Brackley Medical Centre,http://www.brackleymedicalcentre.co.uk/,WCAG2AAA
Rendcomb Surgery,http://www.rendcombsurgery.co.uk,WCAG2AAA
Brese Avenue Surgery,http://www.priorymed.nhs.uk/,WCAG2AAA
Pershore Medical Practice,http://www.pershoremedicalpractice.co.uk,WCAG2AAA
The Leckhampton Surgery,http://www.leckhamptonsurgery.co.uk,WCAG2AAA
Sherbourne Medical Centre,http://www.sherbourne.nhs.uk,WCAG2AAA
Montgomery-House Surgery,http://www.montgomeryhousesurgery.co.uk,WCAG2AAA
Bicester Health Centre,http://www.bicesterhc.co.uk,WCAG2AAA
Clarendon Lodge Medical Centre,http://www.clmp.org.uk,WCAG2AAA
Alchester Medical Group - Victoria House Surgery,http://www.alchestermedicalgroup.co.uk/,WCAG2AAA
Grey Gable Surgery,http://www.greygablesurgery.com,WCAG2AAA
Henley-in-Arden Medical Centre,http://www.henley-in-ardenmedcntr.co.uk/,WCAG2AAA
Botley Medical Centre,http://www.botleymedicalcentre.co.uk,WCAG2AAA
Summertown Health Centre,http://www.summertownhealthcentre.co.uk,WCAG2AAA
West Cheltenham Medical,https://www.westcheltenhammedical.co.uk/,WCAG2AAA
The Up Hatherley Surgery,http://www.portlandpractice.co.uk/,WCAG2AAA
Cutteslowe Surgery,http://www.summertownhealthcentre.co.uk,WCAG2AAA
Alchester Medical Group,http://www.alchestermedicalgroup.co.uk/,WCAG2AAA
Cubbington Road Surgery,http://www.cubbingtonsurgery.nhs.uk,WCAG2AAA
Pool Medical Centre,http://www.poolmedical.nhs.uk,WCAG2AAA
Dr Leaver & Partners ,http://www.leaverandpartnersjericho.nhs.uk/,WCAG2AAA
Church Street Medical,http://www.churchstreetdoctors.com/,WCAG2AAA
Mythe Medical Practice,http://www.mythemedical.co.uk,WCAG2AAA
Observatory Medical Practice,http://www.gpjerichotwo.co.uk/,WCAG2AAA
