"code","message","type","context","selector"
"WCAG2AAA.Principle2.Guideline2_4.2_4_2.H25.2","Check that the title element describes the document.","notice","<title>Aylesford Medical Centre - Meet...</title>","html > head > title"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Abs","This element is absolutely positioned and the background color can not be determined. Ensure the contrast ratio between the text and all covered parts of the background are at least 7:1.","warning","<div id=\"loadingbar\">Loading...</div>","#loadingbar"
"WCAG2AAA.Principle3.Guideline3_3.3_3_1.G83,G84,G85","If an input error is automatically detected in this form, check that the item(s) in error are identified and the error(s) are described to the user in text.","notice","<form action=\"\" method=\"post\">\n\t\t\t\t\t<p>This site uses cookies...</form>","#cookieLawBox > form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_2.G131,G89,G184,H90","Check that descriptive labels or instructions (including for required fields) are provided for user input in this form.","notice","<form action=\"\" method=\"post\">\n\t\t\t\t\t<p>This site uses cookies...</form>","#cookieLawBox > form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_3.G177","Check that this form provides suggested corrections to errors in user input, unless it would jeopardize the security or purpose of the content.","notice","<form action=\"\" method=\"post\">\n\t\t\t\t\t<p>This site uses cookies...</form>","#cookieLawBox > form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_5.G71,G184,G193","Check that context-sensitive help is available for this form, at a Web-page and/or control level.","notice","<form action=\"\" method=\"post\">\n\t\t\t\t\t<p>This site uses cookies...</form>","#cookieLawBox > form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_6.G98,G99,G155,G164,G168.AllForms","Check that submissions to this form are either reversible, checked for input errors, and/or confirmed by the user.","notice","<form action=\"\" method=\"post\">\n\t\t\t\t\t<p>This site uses cookies...</form>","#cookieLawBox > form"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<p>This site uses cookies to store...</p>","#cookieLawBox > form > p"
"WCAG2AAA.Principle3.Guideline3_2.3_2_1.G107","Check that a change of context does not occur when this input field receives focus.","notice","<input type=\"hidden\" name=\"cookieAllowed\" value=\"yes\">","#cookieLawBox > form > p > input:nth-child(1)"
"WCAG2AAA.Principle3.Guideline3_2.3_2_1.G107","Check that a change of context does not occur when this input field receives focus.","notice","<input type=\"submit\" value=\"Allow Cookies\">","#cookieLawBox > form > p > input:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a href=\"index.php?disclaimer=1#cookies\">Read More</a>","#cookieLawBox > form > p > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"index.php?disclaimer=1#cookies\">Read More</a>","#cookieLawBox > form > p > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"Antibiotic Guardian\" href=\"antibiotic-guardian,67139.htm\" class=\"\">Antibiotic Guardian</a>","#side-bar1 > div > ul > li:nth-child(2) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Antibiotic Guardian\" href=\"antibiotic-guardian,67139.htm\" class=\"\">Antibiotic Guardian</a>","#side-bar1 > div > ul > li:nth-child(2) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"Appointments\" href=\"book-an-appointment,51463.htm\" class=\"\">Appointments</a>","#side-bar1 > div > ul > li:nth-child(3) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Appointments\" href=\"book-an-appointment,51463.htm\" class=\"\">Appointments</a>","#side-bar1 > div > ul > li:nth-child(3) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"Common Childhood Illnesses and ...\" href=\"common-childhood-illnesses-and-wellbeing,67090.htm\" class=\"\">Common Childhood Illnesses and Wellbeing</a>","#side-bar1 > div > ul > li:nth-child(4) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Common Childhood Illnesses and ...\" href=\"common-childhood-illnesses-and-wellbeing,67090.htm\" class=\"\">Common Childhood Illnesses and Wellbeing</a>","#side-bar1 > div > ul > li:nth-child(4) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"CQC (Care Quality Commissioning...\" href=\"cqc-care-quality-commissioning,65383.htm\" class=\"\">CQC (Care Quality Commissioning)</a>","#side-bar1 > div > ul > li:nth-child(5) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"CQC (Care Quality Commissioning...\" href=\"cqc-care-quality-commissioning,65383.htm\" class=\"\">CQC (Care Quality Commissioning)</a>","#side-bar1 > div > ul > li:nth-child(5) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"Delmergate Pharmacy\" href=\"the-oaks-pharmacy,51674.htm\" class=\"\">Delmergate Pharmacy</a>","#side-bar1 > div > ul > li:nth-child(6) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Delmergate Pharmacy\" href=\"the-oaks-pharmacy,51674.htm\" class=\"\">Delmergate Pharmacy</a>","#side-bar1 > div > ul > li:nth-child(6) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"Friends and Family Test\" href=\"friends-and-family-test,64716.htm\" class=\"\">Friends and Family Test</a>","#side-bar1 > div > ul > li:nth-child(7) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Friends and Family Test\" href=\"friends-and-family-test,64716.htm\" class=\"\">Friends and Family Test</a>","#side-bar1 > div > ul > li:nth-child(7) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"Heart of Kent Hospice\" href=\"heart-of-kent-hospice,66944.htm\" class=\"\">Heart of Kent Hospice</a>","#side-bar1 > div > ul > li:nth-child(8) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Heart of Kent Hospice\" href=\"heart-of-kent-hospice,66944.htm\" class=\"\">Heart of Kent Hospice</a>","#side-bar1 > div > ul > li:nth-child(8) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"Herbert Protocol\" href=\"herbet-protocol,66956.htm\" class=\"\">Herbert Protocol</a>","#side-bar1 > div > ul > li:nth-child(9) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Herbert Protocol\" href=\"herbet-protocol,66956.htm\" class=\"\">Herbert Protocol</a>","#side-bar1 > div > ul > li:nth-child(9) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"Facilities\" href=\"facilities,51673.htm\" class=\"\">Facilities</a>","#side-bar1 > div > ul > li:nth-child(10) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Facilities\" href=\"facilities,51673.htm\" class=\"\">Facilities</a>","#side-bar1 > div > ul > li:nth-child(10) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"Home testing for sexually trans...\" href=\"home-testing-for-sexually-transmited-infections,67417.htm\" class=\"\">Home testing for sexually transmited infections</a>","#side-bar1 > div > ul > li:nth-child(11) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Home testing for sexually trans...\" href=\"home-testing-for-sexually-transmited-infections,67417.htm\" class=\"\">Home testing for sexually transmited infections</a>","#side-bar1 > div > ul > li:nth-child(11) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"Kent Community Health\" href=\"kent-community-health,66958.htm\" class=\"\">Kent Community Health</a>","#side-bar1 > div > ul > li:nth-child(12) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Kent Community Health\" href=\"kent-community-health,66958.htm\" class=\"\">Kent Community Health</a>","#side-bar1 > div > ul > li:nth-child(12) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"Kooth Online Counselling and Su...\" href=\"kooth-online-counselling-and-support-service-for-young-people,67059.htm\" class=\"\">Kooth Online Counselling and Support Service for Young People</a>","#side-bar1 > div > ul > li:nth-child(13) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Kooth Online Counselling and Su...\" href=\"kooth-online-counselling-and-support-service-for-young-people,67059.htm\" class=\"\">Kooth Online Counselling and Support Service for Young People</a>","#side-bar1 > div > ul > li:nth-child(13) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"Live Well\" href=\"tired-of-being-tired,66544.htm\" class=\"\">Live Well</a>","#side-bar1 > div > ul > li:nth-child(14) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Live Well\" href=\"tired-of-being-tired,66544.htm\" class=\"\">Live Well</a>","#side-bar1 > div > ul > li:nth-child(14) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"Meet the Team\" href=\"doctors,51471.htm\" class=\"sub-selected\">Meet the Team</a>","#side-bar1 > div > ul > li:nth-child(15) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Meet the Team\" href=\"doctors,51471.htm\" class=\"sub-selected\">Meet the Team</a>","#side-bar1 > div > ul > li:nth-child(15) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"New Patients\" href=\"new-patients,58294.htm\" class=\"\">New Patients</a>","#side-bar1 > div > ul > li:nth-child(16) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"New Patients\" href=\"new-patients,58294.htm\" class=\"\">New Patients</a>","#side-bar1 > div > ul > li:nth-child(16) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"NHS e-Referral Service\" href=\"nhs-e-referral-service,66960.htm\" class=\"\">NHS e-Referral Service</a>","#side-bar1 > div > ul > li:nth-child(17) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"NHS e-Referral Service\" href=\"nhs-e-referral-service,66960.htm\" class=\"\">NHS e-Referral Service</a>","#side-bar1 > div > ul > li:nth-child(17) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"One You Kent\" href=\"one-you-kent,66959.htm\" class=\"\">One You Kent</a>","#side-bar1 > div > ul > li:nth-child(18) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"One You Kent\" href=\"one-you-kent,66959.htm\" class=\"\">One You Kent</a>","#side-bar1 > div > ul > li:nth-child(18) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"Our Clinics &amp; Services\" href=\"our-clinics-and-services,51485.htm\" class=\"\">Our Clinics &amp; Services</a>","#side-bar1 > div > ul > li:nth-child(19) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Our Clinics &amp; Services\" href=\"our-clinics-and-services,51485.htm\" class=\"\">Our Clinics &amp; Services</a>","#side-bar1 > div > ul > li:nth-child(19) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"Order Repeat Medication\" href=\"order-repeat-medication,51500.htm\" class=\"\">Order Repeat Medication</a>","#side-bar1 > div > ul > li:nth-child(20) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Order Repeat Medication\" href=\"order-repeat-medication,51500.htm\" class=\"\">Order Repeat Medication</a>","#side-bar1 > div > ul > li:nth-child(20) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"Patients' Charter\" href=\"patients-charter,51675.htm\" class=\"\">Patients' Charter</a>","#side-bar1 > div > ul > li:nth-child(21) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Patients' Charter\" href=\"patients-charter,51675.htm\" class=\"\">Patients' Charter</a>","#side-bar1 > div > ul > li:nth-child(21) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"Send Us Feedback\" href=\"send-us-feedback,51504.htm\" class=\"\">Send Us Feedback</a>","#side-bar1 > div > ul > li:nth-child(22) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Send Us Feedback\" href=\"send-us-feedback,51504.htm\" class=\"\">Send Us Feedback</a>","#side-bar1 > div > ul > li:nth-child(22) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 6.23:1. Recommendation: change text colour to #004666.","error","<a title=\"Health A-Z\" href=\"health-a-z,51498.htm\" class=\"\">Health A-Z</a>","#side-bar1 > div > ul > li:nth-child(23) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Health A-Z\" href=\"health-a-z,51498.htm\" class=\"\">Health A-Z</a>","#side-bar1 > div > ul > li:nth-child(23) > div:nth-child(1) > a"
