"code","message","type","context","selector"
"WCAG2AAA.Principle2.Guideline2_4.2_4_2.H25.2","Check that the title element describes the document.","notice","<title>Park Road Surgery - Welcome</title>","html > head > title"
"WCAG2AAA.Principle2.Guideline2_4.2_4_1.H64.1","Iframe element requires a non-empty title attribute that identifies the frame.","error","<iframe id=\":1.container\" class=\"goog-te-banner-frame skiptranslate\" frameborder=\"0\" src=\"javascript:''\" style=\"visibility:visible\"></iframe>","#:1.container"
"WCAG2AAA.Principle3.Guideline3_3.3_3_1.G83,G84,G85","If an input error is automatically detected in this form, check that the item(s) in error are identified and the error(s) are described to the user in text.","notice","<form action=\"\" method=\"post\">\n\t\t\t\t\t<p>This site uses cookies...</form>","#cookieLawBox > form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_2.G131,G89,G184,H90","Check that descriptive labels or instructions (including for required fields) are provided for user input in this form.","notice","<form action=\"\" method=\"post\">\n\t\t\t\t\t<p>This site uses cookies...</form>","#cookieLawBox > form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_3.G177","Check that this form provides suggested corrections to errors in user input, unless it would jeopardize the security or purpose of the content.","notice","<form action=\"\" method=\"post\">\n\t\t\t\t\t<p>This site uses cookies...</form>","#cookieLawBox > form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_5.G71,G184,G193","Check that context-sensitive help is available for this form, at a Web-page and/or control level.","notice","<form action=\"\" method=\"post\">\n\t\t\t\t\t<p>This site uses cookies...</form>","#cookieLawBox > form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_6.G98,G99,G155,G164,G168.AllForms","Check that submissions to this form are either reversible, checked for input errors, and/or confirmed by the user.","notice","<form action=\"\" method=\"post\">\n\t\t\t\t\t<p>This site uses cookies...</form>","#cookieLawBox > form"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<p>This site uses cookies to store...</p>","#cookieLawBox > form > p"
"WCAG2AAA.Principle3.Guideline3_2.3_2_1.G107","Check that a change of context does not occur when this input field receives focus.","notice","<input type=\"hidden\" name=\"cookieAllowed\" value=\"yes\">","#cookieLawBox > form > p > input:nth-child(1)"
"WCAG2AAA.Principle3.Guideline3_2.3_2_1.G107","Check that a change of context does not occur when this input field receives focus.","notice","<input type=\"submit\" value=\"Allow Cookies\">","#cookieLawBox > form > p > input:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a href=\"index.php?disclaimer=1#cookies\">Read More</a>","#cookieLawBox > form > p > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"index.php?disclaimer=1#cookies\">Read More</a>","#cookieLawBox > form > p > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Welcome\" href=\"welcome,47028.htm\">Welcome </a>","#menu > ul > li:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"About Us\" href=\"about-us,47050.htm\">About Us </a>","#menu > ul > li:nth-child(2) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"About Us\" href=\"about-us,47050.htm\">About Us </a>","#menu > ul > li:nth-child(2) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Opening Hours\" href=\"opening-hours,47040.htm\">Opening Hours </a>","#menu > ul > li:nth-child(3) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Opening Hours\" href=\"opening-hours,47040.htm\">Opening Hours </a>","#menu > ul > li:nth-child(3) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Out of Hours\" href=\"out-of-hours,47034.htm\">Out of Hours </a>","#menu > ul > li:nth-child(4) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Out of Hours\" href=\"out-of-hours,47034.htm\">Out of Hours </a>","#menu > ul > li:nth-child(4) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"News\" href=\"news,47045.htm\">News <img src=\"templates/defaul...</a>","#menu > ul > li:nth-child(5) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"News\" href=\"news,47045.htm\">News <img src=\"templates/defaul...</a>","#menu > ul > li:nth-child(5) > a"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H37","Img element missing an alt attribute. Use the alt attribute to specify a short text alternative.","error","<img src=\"templates/default/images/new30.png\" class=\"menuNewsIcon\">","#menu > ul > li:nth-child(5) > a > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img src=\"templates/default/images/new30.png\" class=\"menuNewsIcon\">","#menu > ul > li:nth-child(5) > a > img"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Contact/Finding Us\" href=\"contact-finding-us,47048.htm\">Contact/Finding Us </a>","#menu > ul > li:nth-child(6) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Contact/Finding Us\" href=\"contact-finding-us,47048.htm\">Contact/Finding Us </a>","#menu > ul > li:nth-child(6) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Useful Links\" href=\"useful-links,47049.htm\">Useful Links </a>","#menu > ul > li:nth-child(7) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Useful Links\" href=\"useful-links,47049.htm\">Useful Links </a>","#menu > ul > li:nth-child(7) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<a title=\"Our Clinics &amp; Services\" href=\"our-clinics-and-services,47026.htm\" class=\"\">Our Clinics &amp; Services</a>","#side-bar1 > div > ul > li:nth-child(1) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Our Clinics &amp; Services\" href=\"our-clinics-and-services,47026.htm\" class=\"\">Our Clinics &amp; Services</a>","#side-bar1 > div > ul > li:nth-child(1) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<a onclick=\"$('#sub_47036').toggle('fast');\" style=\"cursor: pointer; cursor: hand;\" href=\"javascript:return false;\">Appointments</a>","#side-bar1 > div > ul > li:nth-child(2) > div > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a onclick=\"$('#sub_47036').toggle('fast');\" style=\"cursor: pointer; cursor: hand;\" href=\"javascript:return false;\">Appointments</a>","#side-bar1 > div > ul > li:nth-child(2) > div > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Book an Appointment\" href=\"book-an-appointment,47007.htm\" class=\"\">Book an Appointment</a>","#sub_47036 > li:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Home Visits\" href=\"home-visits,47008.htm\" class=\"\">Home Visits</a>","#sub_47036 > li:nth-child(2) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Test Results\" href=\"test-results,47006.htm\" class=\"\">Test Results</a>","#sub_47036 > li:nth-child(3) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Cancel Appointment\" href=\"cancel-appointment,47003.htm\" class=\"\">Cancel Appointment</a>","#sub_47036 > li:nth-child(4) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Request a Telephone Consultatio...\" href=\"request-a-telephone-consultation,47004.htm\" class=\"\">Request a Telephone Consultation</a>","#sub_47036 > li:nth-child(5) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Text Message Reminders\" href=\"text-message-reminders,47005.htm\" class=\"\">Text Message Reminders</a>","#sub_47036 > li:nth-child(6) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<a onclick=\"$('#sub_47035').toggle('fast');\" style=\"cursor: pointer; cursor: hand;\" href=\"javascript:return false;\">Meet the Team</a>","#side-bar1 > div > ul > li:nth-child(3) > div > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a onclick=\"$('#sub_47035').toggle('fast');\" style=\"cursor: pointer; cursor: hand;\" href=\"javascript:return false;\">Meet the Team</a>","#side-bar1 > div > ul > li:nth-child(3) > div > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Doctors\" href=\"doctors,47011.htm\" class=\"\">Doctors</a>","#sub_47035 > li:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Nursing Staff\" href=\"nursing-staff,47009.htm\" class=\"\">Nursing Staff</a>","#sub_47035 > li:nth-child(2) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Practice Team\" href=\"practice-team,47012.htm\" class=\"\">Practice Team</a>","#sub_47035 > li:nth-child(3) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<a title=\"Order Repeat Medication\" href=\"order-repeat-medication,47041.htm\" class=\"\">Order Repeat Medication</a>","#side-bar1 > div > ul > li:nth-child(4) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Order Repeat Medication\" href=\"order-repeat-medication,47041.htm\" class=\"\">Order Repeat Medication</a>","#side-bar1 > div > ul > li:nth-child(4) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<a title=\"Change Your Contact Details\" href=\"change-your-contact-details,47032.htm\" class=\"\">Change Your Contact Details</a>","#side-bar1 > div > ul > li:nth-child(5) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Change Your Contact Details\" href=\"change-your-contact-details,47032.htm\" class=\"\">Change Your Contact Details</a>","#side-bar1 > div > ul > li:nth-child(5) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<a title=\"Update Your Records\" href=\"update-your-records,47033.htm\" class=\"\">Update Your Records</a>","#side-bar1 > div > ul > li:nth-child(6) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Update Your Records\" href=\"update-your-records,47033.htm\" class=\"\">Update Your Records</a>","#side-bar1 > div > ul > li:nth-child(6) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<a title=\"Register With Us\" href=\"register-with-us,47030.htm\" class=\"\">Register With Us</a>","#side-bar1 > div > ul > li:nth-child(7) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Register With Us\" href=\"register-with-us,47030.htm\" class=\"\">Register With Us</a>","#side-bar1 > div > ul > li:nth-child(7) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<a title=\"Send Us feedback\" href=\"send-us-feedback,47046.htm\" class=\"\">Send Us feedback</a>","#side-bar1 > div > ul > li:nth-child(8) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Send Us feedback\" href=\"send-us-feedback,47046.htm\" class=\"\">Send Us feedback</a>","#side-bar1 > div > ul > li:nth-child(8) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<a title=\"Subscribe To Our Newsletter\" href=\"subscribe-to-our-newsletter,47027.htm\" class=\"\">Subscribe To Our Newsletter</a>","#side-bar1 > div > ul > li:nth-child(9) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Subscribe To Our Newsletter\" href=\"subscribe-to-our-newsletter,47027.htm\" class=\"\">Subscribe To Our Newsletter</a>","#side-bar1 > div > ul > li:nth-child(9) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<a title=\"Take Our Patient Questionnaire\" href=\"take-our-patient-questionnaire,47031.htm\" class=\"\">Take Our Patient Questionnaire</a>","#side-bar1 > div > ul > li:nth-child(10) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Take Our Patient Questionnaire\" href=\"take-our-patient-questionnaire,47031.htm\" class=\"\">Take Our Patient Questionnaire</a>","#side-bar1 > div > ul > li:nth-child(10) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<a title=\"Our Documents\" href=\"our-documents,47038.htm\" class=\"\">Our Documents</a>","#side-bar1 > div > ul > li:nth-child(11) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Our Documents\" href=\"our-documents,47038.htm\" class=\"\">Our Documents</a>","#side-bar1 > div > ul > li:nth-child(11) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<a title=\"Health A-Z\" href=\"health-a-z,47039.htm\" class=\"\">Health A-Z</a>","#side-bar1 > div > ul > li:nth-child(12) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Health A-Z\" href=\"health-a-z,47039.htm\" class=\"\">Health A-Z</a>","#side-bar1 > div > ul > li:nth-child(12) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<a onclick=\"$('#sub_47043').toggle('fast');\" style=\"cursor: pointer; cursor: hand;\" href=\"javascript:return false;\">Live Well</a>","#side-bar1 > div > ul > li:nth-child(13) > div > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a onclick=\"$('#sub_47043').toggle('fast');\" style=\"cursor: pointer; cursor: hand;\" href=\"javascript:return false;\">Live Well</a>","#side-bar1 > div > ul > li:nth-child(13) > div > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Child Immunisation\" href=\"child-immunisation,47016.htm\" class=\"\">Child Immunisation</a>","#sub_47043 > li:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Stop Smoking\" href=\"stop-smoking,47018.htm\" class=\"\">Stop Smoking</a>","#sub_47043 > li:nth-child(2) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Get Fit For Free\" href=\"get-fit-for-free,47017.htm\" class=\"\">Get Fit For Free</a>","#sub_47043 > li:nth-child(3) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Birth To Five\" href=\"birth-to-five,47015.htm\" class=\"\">Birth To Five</a>","#sub_47043 > li:nth-child(4) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Mental Health\" href=\"mental-health,47019.htm\" class=\"\">Mental Health</a>","#sub_47043 > li:nth-child(5) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Contraception\" href=\"contraception,47020.htm\" class=\"\">Contraception</a>","#sub_47043 > li:nth-child(6) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Winter Health\" href=\"winter-health,47021.htm\" class=\"\">Winter Health</a>","#sub_47043 > li:nth-child(7) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Summer Health\" href=\"summer-health,47022.htm\" class=\"\">Summer Health</a>","#sub_47043 > li:nth-child(8) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Travel Vaccines\" href=\"travel-vaccines,47023.htm\" class=\"\">Travel Vaccines</a>","#sub_47043 > li:nth-child(9) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Carers\" href=\"carers,47013.htm\" class=\"\">Carers</a>","#sub_47043 > li:nth-child(10) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Map of Medicine\" href=\"map-of-medicine,47014.htm\" class=\"\">Map of Medicine</a>","#sub_47043 > li:nth-child(11) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<a onclick=\"$('#sub_47047').toggle('fast');\" style=\"cursor: pointer; cursor: hand;\" href=\"javascript:return false;\">Patient Participation Group</a>","#side-bar1 > div > ul > li:nth-child(14) > div > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a onclick=\"$('#sub_47047').toggle('fast');\" style=\"cursor: pointer; cursor: hand;\" href=\"javascript:return false;\">Patient Participation Group</a>","#side-bar1 > div > ul > li:nth-child(14) > div > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Home\" href=\"home,47024.htm\" class=\"\">Home</a>","#sub_47047 > li:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Sign Up Form\" href=\"sign-up-form,47025.htm\" class=\"\">Sign Up Form</a>","#sub_47047 > li:nth-child(2) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<a title=\"Other Important Information\" href=\"other-important-information,47101.htm\" class=\"\">Other Important Information</a>","#side-bar1 > div > ul > li:nth-child(15) > div:nth-child(1) > a"
